XYDATA, head_x_accel, head_z_accel, head_y_rot_accel
0.0 0.0 0.0 0.0
1e-06 -0.009773470043286953 -0.13291001514278578 -5.197987
6e-06 -0.009368132848628226 -0.11280457648636386 -4.516681
3.1e-05 0.011167728021291675 0.10729810893628304 4.470577
0.000156 0.01699601800818832 0.09745397255943672 4.832425
0.000456 0.011342303436953496 0.02069065379104995 1.889836
0.000896 -0.00035210800834127863 -0.008504637159478518 -0.273875
0.001448 -0.004026757353428541 -0.002681139838782867 -0.578187
0.00209 -0.0016521442082668395 0.0009443591848388594 -0.207303
0.002803 -6.55677524944808e-05 0.0009673027996308628 0.038023
0.003574 -0.0002460575221915741 0.0010242029643150314 0.020771
0.00439 -0.0007190019017707372 0.0012129524353372456 -0.074781
0.005243 -0.000763971386763064 0.0012673033094889692 -0.111182
0.006126 -0.0006143790183192018 0.0012997302850616674 -0.103713
0.007032 -0.0006075469196922497 0.0014045571117557985 -0.097897
0.007957 -0.0007310345530838769 0.001503265641172062 -0.096985
0.008897 -0.0008530945837773348 0.001482055543942121 -0.093834
0.009848 -0.000989736556316377 0.0013007500012746454 -0.10179
0.01081 -0.0010911983195076812 0.0011206681180627432 -0.119459
0.011779 -0.0009571056375010835 0.0008639035756349009 -0.125048
0.012755 -0.00035261786644776765 6.730127005654328e-06 -0.092669
0.013735 0.0003341610029928671 -0.0005968398994559814 -0.018704
0.014719 0.0006465000790280065 -0.00032906242192797745 0.065546
0.015706 0.0007734547475437586 -0.00013786563199461588 0.133434
0.016696 0.001229063951502297 -0.0011721637868181286 0.193987
0.017688 0.0016654005190355524 -0.0022818189697807103 0.245347
0.018682 0.002341472368239919 -0.0038552410864056536 0.306065
0.019677 0.0032598287896478417 -0.005345454360051598 0.408439
0.020673 0.004240183956804822 -0.006474790065924653 0.550304
0.021669 0.0049780506085156506 -0.007289645291715316 0.690509
0.022667 0.005562857856658492 -0.0085054529324489 0.799294
0.023664 0.006563811291317626 -0.01103312548117859 0.901854
0.024663 0.007597905502898544 -0.012715861175834767 1.030633
0.025661 0.00866299908735399 -0.013814707366939783 1.17433
0.02666 0.010055625519417946 -0.015609101986917041 1.332847
0.027659 0.011587137299689496 -0.01769778670595973 1.513277
0.028659 0.01289257799554384 -0.0193994891221773 1.693226
0.029658 0.013849581661423626 -0.020730218780113496 1.845996
0.030658 0.01506080057919881 -0.02326044061937563 1.98281
0.031657 0.01643772338158291 -0.02596115900944767 2.132765
0.032657 0.017934360867370613 -0.028480265941988346 2.299218
0.033657 0.019633819907919625 -0.03101344495826812 2.492895
0.034657 0.0212565962892527 -0.03312007668265922 2.703054
0.035657 0.022453539180046195 -0.034547475437585726 2.891387
0.036656 0.023427470135061416 -0.036023820570735166 3.049161
0.037656 0.02485792803862685 -0.039080114004272616 3.196299
0.038656 0.026986585633218277 -0.04279779537354755 3.387703
0.039656 0.029307561705577342 -0.04549922756496867 3.623378
0.040656 0.03185450689073231 -0.049008886826796105 3.855718
0.041656 0.03375994860630287 -0.051840740721857105 4.035535
0.042656 0.03490060316213998 -0.05429774693702743 4.135545
0.043656 0.03653571810965008 -0.059236232556479536 4.210212
0.044656 0.038572805188316094 -0.06377927222853881 4.341956
0.045656 0.040395547919014146 -0.06672054167325234 4.506515
0.046656 0.04232332141964891 -0.06928686146645388 4.705261
0.047656 0.044737805468738054 -0.07377177731437341 4.918688
0.048656 0.04767305858779502 -0.07919340447553447 5.168818
0.049656 0.05156725283353643 -0.0856550402023117 5.48756
0.050656 0.05660679232969465 -0.0937353734455701 5.881958
0.051656 0.06204147185838182 -0.10201332769090364 6.325495
0.052656 0.06784161767780027 -0.11169838833852541 6.789304
0.053656 0.07440940586234851 -0.12442699596702239 7.261581
0.054656 0.082060030693458 -0.14011482004558135 7.802497
0.055656 0.09058383851774052 -0.15649125848276427 8.457499
0.056656 0.10049354264708132 -0.17578704246608168 9.236287
0.057656 0.11256351557361588 -0.2006873906991684 10.140972
0.058656 0.1273355325212993 -0.23100253399478926 11.23149
0.059656 0.14562526448889276 -0.2675527320746636 12.580207
0.060656 0.16771680441333178 -0.3109141245991241 14.223097
0.061656 0.19632259742113772 -0.36105938317366276 16.641726
0.062656 0.2282882533790846 -0.4220948030163206 19.35106
0.063656 0.26575711379523076 -0.49347616158423113 22.512491
0.064656 0.3098599419781475 -0.5749707596375929 26.25507
0.065656 0.360302345857148 -0.6667039202989808 30.59815
0.066656 0.417375964269144 -0.7701749323163364 35.560898
0.067656 0.48312706173871817 -0.8875447782882026 41.290666
0.068656 0.5587435056823686 -1.0217930689889005 47.873901
0.069656 0.6529304094670454 -1.1790768509123912 55.995782
0.070656 0.7711244920538615 -1.373614741017575 65.937742
0.071656 0.9182958502648714 -1.6176931979830014 78.010569
0.072656 1.101819275695574 -1.9268143555648463 92.716557
0.073656 1.3230151988701544 -2.299180556051251 110.280049
0.074656 1.5932289823742052 -2.7551155593398358 131.42966
