XYDATA, head_y_rot_accel
0.0 -0.0
1e-06 5.197745
6e-06 4.5151
3e-05 -4.553306
6.9e-05 -7.123965
0.000121 -6.25945
0.000182 -4.411231
0.000251 -1.660298
0.000326 0.983593
0.000406 2.133233
0.00049 1.672417
0.000577 0.726928
0.000667 0.421376
0.000759 0.991743
0.000852 1.752035
0.000947 1.940851
0.001043 1.319896
0.001139 0.263779
0.001237 -0.596808
0.001335 -0.818787
0.001433 -0.383209
0.001531 0.366463
0.00163 0.983062
0.00173 1.17661
0.001829 0.923926
0.001928 0.428918
0.002028 -0.038168
0.002127 -0.264525
0.002227 -0.165305
0.002327 0.226494
0.002427 0.821262
0.002527 1.525057
0.002626 2.241333
0.002726 2.854279
0.002826 3.242983
0.002926 3.322116
0.003026 3.089664
0.003126 2.636383
0.003226 2.130736
0.003326 1.766608
0.003426 1.674747
0.003526 1.86539
0.003626 2.252432
0.003726 2.727613
0.003826 3.209783
0.003926 3.645625
0.004026 3.991302
0.004126 4.212435
0.004226 4.303252
0.004326 4.301601
0.004426 4.281165
0.004526 4.322666
0.004626 4.480457
0.004726 4.759723
0.004826 5.124378
0.004926 5.517958
0.005026 5.871477
0.005126 6.142438
0.005226 6.363284
0.005326 6.524505
0.005426 6.649734
0.005526 6.768465
0.005626 6.917881
0.005726 7.115176
0.005826 7.365434
0.005926 7.658027
0.006026 7.969735
0.006126 8.2718
0.006226 8.539999
0.006326 8.764846
0.006426 8.943887
0.006526 9.086702
0.006626 9.219068
0.006726 9.388003
0.006826 9.61174
0.006926 9.887732
0.007026 10.213676
0.007126 10.581595
0.007226 10.976171
0.007326 11.377401
0.007426 11.765363
0.007526 12.125165
0.007626 12.450259
0.007726 12.769966
0.007826 13.091719
0.007926 13.405402
0.008026 13.710193
0.008126 14.009143
0.008226 14.307141
0.008326 14.606053
0.008426 14.904155
0.008526 15.199573
0.008626 15.490243
0.008726 15.77428
0.008826 16.053189
0.008926 16.323688
0.009026 16.58514
0.009126 16.839091
0.009226 17.088554
0.009326 17.337386
0.009426 17.591072
0.009526 17.854377
0.009626 18.130022
0.009726 18.418887
0.009826 18.720295
0.009926 19.032873
0.010026 19.353233
0.010126 19.679099
0.010226 20.008612
0.010326 20.339928
0.010426 20.671899
0.010526 21.004238
0.010626 21.337662
0.010726 21.672935
0.010826 22.010182
0.010926 22.349047
0.011026 22.690668
0.011126 23.045245
0.011226 23.396716
0.011326 23.726649
0.011426 24.023371
0.011526 24.278316
0.011626 24.486616
0.011726 24.684526
0.011826 24.900021
0.011926 25.151055
0.012026 25.449481
0.012126 25.769812
0.012226 26.081642
0.012326 26.373994
0.012426 26.640277
0.012526 26.877058
0.012626 27.107337
0.012726 27.340147
0.012826 27.572096
0.012926 27.800838
0.013026 28.024811
0.013126 28.250612
0.013226 28.475573
0.013326 28.697536
0.013426 28.917274
0.013526 29.136123
0.013626 29.355073
0.013726 29.575129
0.013826 29.797453
0.013926 30.023844
0.014026 30.25535
0.014126 30.489926
0.014226 30.726204
0.014326 30.963463
0.014426 31.201565
0.014526 31.440551
0.014626 31.680386
0.014726 31.920825
0.014826 32.161287
0.014926 32.401048
0.015026 32.642629
0.015126 32.899298
0.015226 33.154131
0.015326 33.384163
0.015426 33.577495
0.015526 33.727356
0.015626 33.827246
0.015726 33.932354
0.015826 34.087524
0.015926 34.315173
0.016026 34.624781
0.016126 34.973335
0.016226 35.312574
0.016326 35.6235
0.016426 35.895401
0.016526 36.122546
0.016626 36.335579
0.016726 36.546585
0.016826 36.751789
0.016926 36.949717
0.017026 37.139227
0.017126 37.322684
0.017226 37.502508
0.017326 37.681949
0.017426 37.863979
0.017526 38.05254
0.017626 38.270873
0.017726 38.495778
0.017826 38.702792
0.017926 38.877453
0.018026 39.012272
0.018126 39.100769
0.018226 39.20798
0.018326 39.382528
0.018426 39.648052
0.018526 40.011124
0.018626 40.413349
0.018726 40.794282
0.018826 41.131778
0.018926 41.415223
0.019026 41.643456
0.019126 41.881948
0.019226 42.122889
0.019326 42.35892
0.019426 42.550031
0.019526 42.679397
0.019626 42.758901
0.019726 42.85586
0.019826 43.021629
0.019926 43.280981
0.020026 43.64368
0.020126 44.056559
0.020226 44.461225
0.020326 44.835134
0.020426 45.165531
0.020526 45.445882
0.020626 45.71312
0.020726 45.981515
0.020826 46.246198
0.020926 46.505651
0.021026 46.762588
0.021126 47.044464
0.021226 47.326396
0.021326 47.581509
0.021426 47.797457
0.021526 47.967756
0.021626 48.08626
0.021726 48.223336
0.021826 48.430814
0.021926 48.73048
0.022026 49.128257
0.022126 49.560039
0.022226 49.959069
0.022326 50.302715
0.022426 50.583057
0.022526 50.80286
0.022626 51.036569
0.022726 51.275723
0.022826 51.486772
0.022926 51.653986
0.023026 51.768874
0.023126 51.821222
0.023226 51.888109
0.023326 52.036577
0.023426 52.282988
0.023526 52.627005
0.023626 53.006723
0.023726 53.35361
0.023826 53.643203
0.023926 53.871311
0.024026 54.044309
0.024126 54.238262
0.024226 54.44662
0.024326 54.637124
0.024426 54.793423
0.024526 54.896922
0.024626 54.941781
0.024726 55.007344
0.024826 55.151267
0.024926 55.39768
0.025026 55.75445
0.025126 56.180264
0.025226 56.573748
0.025326 56.879921
0.025426 57.076596
0.025526 57.157295
0.025626 57.165201
0.025726 57.204197
0.025826 57.329422
0.025926 57.561628
0.026026 57.905265
0.026126 58.313965
0.026226 58.679436
0.026326 58.945199
0.026426 59.091685
0.026526 59.114044
0.026626 59.059281
0.026726 59.037297
0.026826 59.107083
0.026926 59.291374
0.027026 59.59523
0.027126 59.969937
0.027226 60.301454
0.027326 60.527792
0.027426 60.623654
0.027526 60.592645
0.027626 60.495165
0.027726 60.432799
0.027826 60.460254
0.027926 60.598631
0.028026 60.85279
0.028126 61.175835
0.028226 61.462839
0.028326 61.659884
0.028426 61.747443
0.028526 61.722457
0.028626 61.631695
0.028726 61.581009
0.028826 61.627266
0.028926 61.789899
0.029026 62.069963
0.029126 62.41872
0.029226 62.726315
0.029326 62.935358
0.029426 63.025599
0.029526 62.996096
0.029626 62.926697
0.029726 62.895863
0.029826 62.924389
0.029926 63.017088
0.030026 63.165635
0.030126 63.279875
0.030226 63.367495
0.030326 63.467006
0.030426 63.598493
0.030526 63.776175
0.030626 64.015982
0.030726 64.23526
0.030826 64.376353
0.030926 64.418609
0.031026 64.362527
0.031126 64.285552
0.031226 64.274023
0.031326 64.334444
0.031426 64.460007
0.031526 64.635907
0.031626 64.80303
0.031726 64.936545
0.031826 65.040057
0.031926 65.119795
0.032026 65.181892
0.032126 65.230548
0.032226 65.268761
0.032326 65.299007
0.032426 65.324798
0.032526 65.348899
0.032626 65.372001
0.032726 65.400076
0.032826 65.440433
0.032926 65.50002
0.033026 65.580463
0.033126 65.675341
0.033226 65.782639
0.033326 65.868109
0.033426 65.908594
0.033526 65.928292
0.033626 65.942084
0.033726 65.95838
0.033826 65.980749
0.033926 66.014245
0.034026 66.062285
0.034126 66.089237
0.034226 66.083492
0.034326 66.069462
0.034426 66.063045
0.034526 66.073296
0.034626 66.104568
0.034726 66.158108
0.034826 66.232933
0.034926 66.326392
0.035026 66.435014
0.035126 66.549928
0.035226 66.671473
0.035326 66.798603
0.035426 66.928671
0.035526 67.062906
0.035626 67.196744
0.035726 67.326598
0.035826 67.449651
0.035926 67.565282
0.036026 67.67551
0.036126 67.809908
0.036226 67.935089
0.036326 68.017734
0.036426 68.044704
0.036526 68.009718
0.036626 67.906752
0.036726 67.827385
0.036826 67.833999
0.036926 67.946498
0.037026 68.163819
0.037126 68.431108
0.037226 68.634344
0.037326 68.721892
0.037426 68.685366
0.037526 68.533931
0.037626 68.328177
0.037726 68.187555
0.037826 68.169741
0.037926 68.288798
0.038026 68.536987
