XYDATA, head_x_accel, head_z_accel, head_y_rot_accel
0.0 0.0 0.0 0.0
1e-06 -0.009773470043286953 -0.13291001514278578 -5.197987
6e-06 -0.00936803087700693 -0.11280457648636386 -4.516663
3.1e-05 0.011172010829386183 0.10730667455247206 4.47174
0.000156 0.01704618804586684 0.09753412225377678 4.845563
0.000456 0.011444479001493885 0.020763971386763065 1.918651
0.000896 -0.0002744056329123605 -0.008535534560731748 -0.245041
0.001448 -0.0039732222522472 -0.0027010243049359365 -0.555207
0.00209 -0.0015851488530741896 0.0009631219631576533 -0.188337
0.002803 9.993218887183697e-06 0.0009728092671809435 0.051778
0.003574 -0.0001806937129396889 0.0010108446819250202 0.028257
0.00439 -0.000664956942482907 0.0011942916286397497 -0.071674
0.005243 -0.0007141072639484431 0.0012495602473831533 -0.109012
0.006126 -0.0005670641860370259 0.0013024835188367079 -0.099251
0.007032 -0.0005613537752443495 0.0014424905548785774 -0.089197
0.007957 -0.0006765817073108555 0.0015518041329098114 -0.083898
0.008897 -0.0007902800650578944 0.0015374261343068225 -0.077439
0.009848 -0.0009282476686738082 0.0013655019807987437 -0.084602
0.01081 -0.0010355218142790862 0.001195515288095323 -0.103709
0.011779 -0.0009008173025447018 0.0009231490876089186 -0.112282
0.012755 -0.00027104056940953337 -7.036041869547705e-06 -0.082081
0.013735 0.0004289946107998144 -0.0006283491304369994 -0.008376
0.014719 0.0007340937017228105 -0.0003318156557030179 0.076545
0.015706 0.0008477920594698496 -0.0001080899185756604 0.146015
0.016696 0.0012752570959501971 -0.0010737611722657584 0.207955
0.017688 0.0016895677932831294 -0.0021248846446034067 0.259397
0.018682 0.002323219448027614 -0.0036578240275731266 0.315106
0.019677 0.0032049680573896285 -0.005132129728296615 0.410131
0.020673 0.004140047824690389 -0.0062407651950462184 0.543378
0.021669 0.004835392310320039 -0.007026966395252202 0.676643
0.022667 0.00537217092483162 -0.008197702579372163 0.780822
0.023664 0.006317039967776968 -0.010645735291868274 0.882358
0.024663 0.00731442439569068 -0.012295840067709157 1.0107
0.025661 0.008343420026206708 -0.013370315041324002 1.15303
0.02666 0.009696685412449715 -0.015136565493823069 1.30834
0.027659 0.011192405153645741 -0.017204244058878417 1.484484
0.028659 0.012472352944175638 -0.01889177241973559 1.66202
0.029658 0.013400702584470743 -0.02021301871689109 1.812516
0.030658 0.014575313690200018 -0.022680935895540273 1.950318
0.031657 0.015901964483284303 -0.025334237481708842 2.099102
0.032657 0.017348126016529603 -0.027788388491482824 2.265921
0.033657 0.018980589701885965 -0.03024478287692535 2.458449
0.034657 0.020533821437493945 -0.03226861364482265 2.667099
0.035657 0.021660097994728067 -0.03361341538649794 2.853672
0.036656 0.022552451652705054 -0.03500369647127204 3.008673
0.037656 0.023866457964748414 -0.03801032972523746 3.148827
0.038656 0.02591547572310626 -0.041552721877501496 3.339766
0.039656 0.02819831440909995 -0.04409701580050272 3.578575
0.040656 0.03064308402971453 -0.047500420632937856 3.806959
0.041656 0.03241229165923124 -0.050304844161869755 3.974804
0.042656 0.03340784059796159 -0.052695976709681694 4.063539
0.043656 0.034864097321715366 -0.0575562500955984 4.126667
0.044656 0.0367567925846237 -0.06193542137223211 4.253663
0.045656 0.038453906277882866 -0.06472516098769712 4.418
0.046656 0.04025329750730372 -0.0671982787190325 4.615615
0.047656 0.04249595937450607 -0.071591420107784 4.823162
0.048656 0.045278255061616354 -0.07682684708845529 5.070164
0.049656 0.04903937634156415 -0.0830353892511714 5.389895
0.050656 0.053917596732829254 -0.0907926763981584 5.785996
0.051656 0.05912018885144265 -0.09873820315806112 6.226688
0.052656 0.06458260466112281 -0.10817475896458016 6.674168
0.053656 0.07069865856332183 -0.12058756048191789 7.126581
0.054656 0.07793038397414001 -0.1358652546996171 7.653901
0.055656 0.0860848505860819 -0.1519559686539236 8.295134
0.056656 0.09555730040329777 -0.17096154140302755 9.053017
0.057656 0.10710303722474036 -0.19541586576455772 9.933036
0.058656 0.12126332641625837 -0.22510011063920912 10.997468
0.059656 0.13878123518224877 -0.26089989955795306 12.313542
0.060656 0.15996563556362264 -0.30328776901388343 13.921892
0.061656 0.18760147450964398 -0.3520922027399775 16.318085
0.062656 0.2184709355386396 -0.41153655937552586 19.005868
0.063656 0.2546555653561614 -0.4811882753029832 22.137015
0.064656 0.2972452366506401 -0.5608556438743099 25.835019
0.065656 0.34593923511086866 -0.6506440017743063 30.118533
0.066656 0.4010196142413567 -0.7520900613359303 35.005088
0.067656 0.46446605109797945 -0.867428530639923 40.634965
0.068656 0.5383295008998996 -1.0012557805162825 47.147518
0.069656 0.631476702033824 -1.1580324575670593 55.264716
0.070656 0.749207425573463 -1.3543260950477483 65.225211
0.071656 0.8966080159891503 -1.6029244441271995 77.346913
0.072656 1.0804254256040544 -1.917007846716259 92.113317
0.073656 1.3024224378355505 -2.295328170170242 109.767227
0.074656 1.5765915985581214 -2.765433863755717 131.071144
