XYDATA, head_z_accel
0.0 -0.0
1.0000000000000002e-06 -0.01899843473561308
3.8e-06 -0.13710451581324917
8.000000000000001e-06 -0.16190340228314462
1.34e-05 -0.12409150933295265
1.9699999999999998e-05 -0.05800186608066975
2.68e-05 0.023145620573794313
3.44e-05 0.08620629878704757
4.2499999999999996e-05 0.09999296395813045
5.1000000000000006e-05 0.06552380272570144
5.9800000000000003e-05 0.01316800334466918
6.890000000000001e-05 -0.022606598583614183
7.81e-05 -0.0310878842418155
8.75e-05 -0.01978249453177181
9.7e-05 -0.005256841021143816
0.00010660000000000002 0.0011862358705572239
0.0001163 -0.000472536493093972
0.000126 -0.0035504479103465507
0.0001358 -0.0024217240342012817
0.00014560000000000002 0.003079135076708152
0.00015549999999999999 0.008951578775626743
0.0001654 0.012343052928370036
0.0001753 0.009840465398479605
0.0001853 0.0017073108553889455
0.0001952 -0.0029574829324998855
0.0002052 -0.0030017386161431277
0.00021510000000000002 -2.6818536401319514e-05
0.0002251 0.0026331112051516067
0.00023509999999999997 0.0021905543687191858
0.0002451 -0.0013931362901704457
0.00025509999999999997 -0.0053130273844789
0.000265 -0.00629848113270077
0.00027499999999999996 -0.003257687385600588
0.000285 0.002103674547373466
0.000295 0.0065511668102767
0.00030500000000000004 0.007351542065843077
0.000315 0.003765506059663596
0.000325 -0.0025633626161839164
0.000335 -0.008206370167182474
0.000345 -0.009925611702263262
0.000355 -0.006881146976796358
0.000365 -0.0009519050848148961
0.000375 0.005042700616418452
0.00038500000000000003 0.00893189825271627
0.00039500000000000006 0.009737779975832726
0.000405 0.007559870088154466
0.000415 0.003303472643563297
0.00042500000000000003 -0.001600648539511454
0.00043499999999999995 -0.005677881845482403
0.000445 -0.007943793242340657
0.000455 -0.008210347060413088
0.00046499999999999997 -0.00700024983047218
0.000475 -0.005163027129549847
0.000485 -0.0034444993958181445
0.000495 -0.0022235931740196705
0.000505 -0.0014871541250070107
0.000515 -0.0009678126577373516
0.0005250000000000001 -0.00022127841821621046
0.000535 0.001166963234131941
0.000545 0.0030491554200466012
0.000555 0.004520707886995049
0.000565 0.004520503943752454
0.000575 0.0027620033344720163
0.000585 -1.437799860298879e-05
0.000595 -0.002542764348681762
0.000605 -0.003767851406953445
0.000615 -0.0033583333758215087
0.000625 -0.0017676780551972387
0.0006349999999999999 7.719251732242917e-05
0.000645 0.0012238633988161096
0.000655 0.0010943594397679127
0.000665 -0.0003033655733609337
0.000675 -0.0024269245868874696
0.0006850000000000001 -0.004433522150785437
0.000695 -0.005472103113703457
0.000705 -0.005000076478715974
0.000715 -0.00300163664452183
0.0007250000000000001 -3.2936833679187084e-05
0.000735 0.0029628874284286684
0.000745 0.005062992969056712
0.000755 0.005691749985978902
0.000765 0.004746880943033554
0.000775 0.0025661158499589564
0.0007849999999999999 -0.00014602336169843933
0.000795 -0.0025336888743862584
0.0008049999999999999 -0.003913466882166694
0.000815 -0.004040115635818552
0.000825 -0.0031567354805157725
0.000835 -0.0017981675699652788
0.0008449999999999999 -0.0004884440660164277
0.0008550000000000001 0.0004778390174014572
0.000865 0.0010601989466331521
0.0008750000000000001 0.0013661138105265304
0.000885 0.0014419806967720884
0.000895 0.001223149597467025
0.0009050000000000001 0.0006252899817980657
0.000915 -0.0003230460962714077
0.0009249999999999999 -0.0014381057751627721
0.0009350000000000001 -0.0024642462002824614
0.000945 -0.0032031325682062685
0.0009549999999999999 -0.00357961179403772
0.000965 -0.00361652552094752
0.000975 -0.0033755665798208363
0.000985 -0.0029333156582523087
0.000995 -0.002390724661326753
0.001005 -0.001874748257559921
0.0010149999999999998 -0.00149918677632015
0.001025 -0.0012889212932041014
0.001035 -0.0011503418598604008
0.001045 -0.000924372747064492
0.001055 -0.0004929308173535305
0.001065 0.00014010900766316735
0.001075 0.000833821947352052
0.001085 0.0013650940943135525
0.001095 0.0015230481357038337
0.001105 0.0011988803515981504
0.001115 0.0004160442148949948
0.001125 -0.000690551819428653
0.0011350000000000002 -0.0019145171898660603
0.001145 -0.0030410996619640754
0.001155 -0.0039021480322026384
0.001165 -0.004395384764420062
0.001175 -0.004480327124961123
0.0011849999999999999 -0.004159116517873076
0.001195 -0.0034672390673675516
0.001205 -0.0024703644975603294
0.001215 -0.0012714841459621788
0.001225 2.090418236604753e-05
0.001235 0.0014107773806549637
0.001245 0.0029561573014230138
0.001255 0.004590252532720144
0.001265 0.006131349645393688
0.0012749999999999999 0.007560277974639658
0.0012850000000000001 0.009115957029158786
0.001295 0.010928910484212243
0.0013050000000000002 0.012586357216786569
0.001315 0.01312599103669449
0.001325 0.011682990623709423
0.001335 0.008151815349788155
0.001345 0.0034064639810740672
0.0013549999999999999 -0.0011091453248560925
0.0013650000000000001 -0.0041968460177532595
0.001375 -0.005486481112306445
0.001385 -0.0054328440395038065
0.001395 -0.00484681313190539
0.001405 -0.004367342568563169
0.001415 -0.004209898385279377
0.001425 -0.004243549020307649
0.001435 -0.004227845390627788
0.0014449999999999999 -0.0040038137386365375
0.0014550000000000001 -0.0035383132874121136
0.001465 -0.002862649324692938
0.001475 -0.002003742358501629
0.001485 -0.0009798453090504912
0.001495 0.00017641090484518158
0.0015049999999999998 0.0013846726456027288
0.001515 0.0024992224663876045
0.0015249999999999999 0.0033468105826148587
0.0015350000000000001 0.0037908969933667463
0.001545 0.003792936425792702
0.001555 0.0034639759754860225
0.001565 0.0030466061295141567
0.001575 0.002791779047890972
0.001585 0.002785558778991807
0.0015949999999999998 0.0028478634396047584
0.0016049999999999999 0.0026000723998511215
0.0016150000000000001 0.0017253598323586548
0.0016250000000000001 0.00029204672339687866
0.001635 -0.0012719940040686677
0.001645 -0.002463940285418568
0.0016549999999999998 -0.0029297466515068858
0.0016650000000000002 -0.0024628185975842922
0.001675 -0.0005731824833148935
0.001685 0.00338555979870802
0.001695 0.009175916342481888
0.001705 0.015012669973946251
0.001715 0.018245680227192775
0.0017250000000000002 0.016995916036567024
0.001735 0.011485777508119492
0.001745 0.004018293708860824
0.001755 -0.0023983725329240874
0.0017649999999999999 -0.00568124690898523
0.0017749999999999999 -0.005506263606838217
0.0017850000000000001 -0.00302519208904162
0.0017950000000000002 8.698179296701728e-05
0.001805 0.002526346917652817
0.001815 0.003755920727261603
0.0018249999999999998 0.0038696190850086424
