XYDATA,	head_z_accel / (G)
0.08	-6.402327124999999
0.0805	-6.717777125
0.081	-7.053002125000001
0.0815	-7.395764625000001
0.082	-7.783102125000001
0.0825	-8.192139625
0.083	-8.613114625
0.0835	-9.056539625
0.0845	-10.009527125
0.0849999999999999	-10.486402125
0.0855	-10.953939625
0.0859999999999999	-11.416539625
0.0865	-11.836952
0.0869999999999999	-12.329489625
0.0875	-12.740727
0.0879999999999999	-13.19663975
0.0885	-13.608152249999998
0.0889999999999999	-13.965639625
0.0895	-14.2043645
0.0899999999999999	-14.290464750000002
0.0905	-14.24807725
0.0909999999999999	-14.134514499999998
0.0915	-13.841214625
0.0919999999999999	-13.562702125
0.0925	-12.987702375
0.0929999999999999	-12.837139625
0.0935	-12.463089625
0.0939999999999999	-11.98003975
0.0945	-11.441839624999998
0.0955	-10.253514625
0.0959999999999999	-9.593889625
0.0965	-8.952252125
0.0969999999999999	-8.343309625
0.0975	-7.604085875000001
0.0979999999999999	-6.885242125
0.0985	-6.091714625
0.0989999999999999	-5.223423375000001
0.0995	-4.344310875
0.0999999999999999	-3.4705508750000003
0.1005	-2.633639625
0.1009999999999999	-1.875514625
0.1015	-1.213152125
0.102	-0.665689625
0.1025	-0.255283375
0.103	0.1095610000000001
0.1035	0.341948125
0.1045	0.806899125
0.105	1.0548954999999998
0.1055	1.3080081250000002
0.106	1.562941625
0.1065	1.805856625
0.107	2.018167875
0.1075	2.247601625
0.1085	2.482559875
0.109	2.5973618750000003
0.1095	2.765620375
0.11	2.796377875
0.1105	2.728410375
0.1115	2.489905375
0.112	2.221055375
0.1125	1.950872875
0.113	1.664596625
0.1135	1.3817253749999998
0.1145	0.7941091250000001
0.115	0.4332503749999999
0.1155	0.0713878749999999
0.1165	-0.5888971249999999
0.117	-0.8060296249999999
0.1174999999999999	-0.980173375
0.118	-1.126592375
0.1185	-1.280228375
0.119	-1.398191625
0.1194999999999999	-1.586924625
0.1205	-2.132972125
0.1214999999999999	-2.7986896250000006
0.1225	-3.2919396250000004
0.123	-3.413564625
0.1234999999999999	-3.444027125
0.124	-3.405889625
0.1245	-3.324014625
0.125	-3.168139625
0.1254999999999999	-2.9860896250000004
0.126	-2.780589625
0.1265	-2.560702125
0.127	-2.321864625
0.1274999999999999	-2.057549625
0.128	-1.794403375
0.1285	-1.5172896249999996
0.129	-1.2328996250000002
0.1294999999999999	-0.934339625
0.13	-0.599730875
0.1305	-0.271047125
0.131	0.0856653749999999
0.1314999999999999	0.454876625
0.132	0.862435375
0.1325	1.272406625
0.133	1.712905375
0.134	2.636360375
0.1345	3.128447875
0.135	3.670247875
0.1354999999999999	4.172722875
0.136	4.707710375
0.1365	5.217497875
0.137	5.727065125
0.1374999999999999	6.231180375
0.138	6.677197875
0.1385	7.1346978750000005
0.139	7.588022875000001
0.14	8.491497875
0.1405	8.935960375
0.1415	9.714260375000002
0.142	10.070072875
0.1425	10.421047875
0.143	10.768647875
0.1435	11.101585375
0.1445	11.719110375
0.147	12.501160375
0.148	12.797035375000002
0.149	13.284660375
0.15	13.794660375
0.1505	13.987785375
0.1515	14.249160375
0.1525	14.37441025
0.153	14.44553525
0.1535	14.508035375000002
0.154	14.53178525
0.1545	14.566160375
0.155	14.5555355
0.1555	14.52028525
0.156	14.490535375000002
0.157	14.424910375
0.1575	14.38378525
0.158	14.360035375
0.1585	14.33578525
0.159	14.311785375
0.1595	14.24374775
0.16	14.126772999999998
0.1605	14.005697875
0.161	13.879835375000004
0.1615	13.771985375000002
0.162	13.642085375
0.163	13.326935375
0.1635	13.143622875
0.164	12.952297875
0.1645	12.744272875000002
0.165	12.511385375
0.1655	12.272585374999998
0.166	12.030410375
0.1665	11.811722875
0.167	11.577047875
0.1675	11.394885375
0.1685	11.019572875
0.169	10.842735374999998
0.1695	10.660547875
0.1699999999999999	10.483597875
0.1705	10.290510374999998
0.171	10.090460375
0.1715	9.900835375
0.1719999999999999	9.714072875
0.173	9.326947875
0.1739999999999999	8.954147875
0.1745	8.770272875
0.175	8.588547875
0.1759999999999999	8.230772875000001
0.177	7.892160375
0.1779999999999999	7.563985375
0.179	7.240497874999999
0.1795	7.093360375
0.1799999999999999	6.952335375
0.1805	6.819835374999999
0.181	6.695822875
0.1819999999999999	6.440397875
0.1825	6.3117103750000005
0.183	6.174897875
0.1835	6.0363728750000005
0.1839999999999999	5.888697875000001
0.1845	5.734560375000001
0.185	5.574985375000001
0.1855	5.403085375
0.1859999999999999	5.235647875
0.1865	5.068722875
0.187	4.884010375
0.1875	4.703922875000001
0.1879999999999999	4.533522875
0.1885	4.381322875
0.189	4.243422874999999
0.1895	4.117622875
0.1905	3.907885375
0.191	3.816060375
0.1915	3.729472875
0.1919999999999999	3.648760375
0.1925	3.5591353750000003
0.193	3.469422875
0.1935	3.362260375
0.1939999999999999	3.263010375
0.1945	3.149710375
0.195	3.031072875
0.1955	2.9099228750000004
0.1959999999999999	2.786710375
0.1965	2.668285375
0.197	2.548210375
0.1975	2.429710375
0.1979999999999999	2.314235375
0.1985	2.2016228750000004
0.199	2.0961553750000004
0.1995	2.000580375
0.1999999999999999	1.910750375
0.2004999999999999	1.821986625
0.201	1.7397903749999997
0.2015	1.649490375
0.2019999999999999	1.5644128750000004
0.203	1.396756625
0.2035	1.3144981250000003
0.204	1.239431375
0.2044999999999999	1.1630837499999995
0.205	1.097897875
0.206	0.930881625
0.2064999999999999	0.8419866249999999
0.207	0.7561816249999999
0.2084999999999999	0.4768994999999999
0.209	0.383043625
0.21	0.212826625
0.2104999999999999	0.134562875
0.211	0.060751625
0.212	-0.0821346249999999
0.2124999999999999	-0.154420875
0.213	-0.220174625
0.2135	-0.284235
0.214	-0.344885375
0.2144999999999999	-0.404675875
0.215	-0.465234
0.2155	-0.5230645
0.2164999999999999	-0.632113375
0.217	-0.682353875
0.2175	-0.72572925
0.218	-0.7719536249999999
0.219	-0.8412158750000001
0.2195	-0.86471125
0.22	-0.887849375
0.221	-0.923249375
0.2215	-0.9468497500000002
0.2224999999999999	-0.972809625
0.223	-1.012217125
0.2235	-1.0280271250000002
0.224	-1.050417125
0.2244999999999999	-1.086407125
0.225	-1.110518375
0.2255	-1.1419471250000002
0.226	-1.175469625
0.2264999999999999	-1.211579625
0.227	-1.252189625
0.2275	-1.286363375
0.2284999999999999	-1.366047125
0.229	-1.401090875
0.2295	-1.4332483750000002
0.23	-1.4638721250000002
0.231	-1.524830875
0.2315	-1.550713375
0.233	-1.6423171250000002
0.2335	-1.6768796249999998
0.234	-1.703135875
0.2344999999999999	-1.733013375
0.2349999999999999	-1.7613771250000003
0.2355	-1.790884625
0.236	-1.825548375
0.2364999999999999	-1.847958375
0.237	-1.889809625
0.2375	-1.925274625
0.238	-1.963823375
0.2384999999999999	-2.004114625
0.2389999999999999	-2.048509375
0.2395	-2.095534625
0.2404999999999999	-2.1825146250000005
0.241	-2.231109625
0.2415	-2.279353375
0.2429999999999999	-2.413877125
0.2435	-2.457664625
0.245	-2.557852125
0.2455	-2.582464625
0.246	-2.6008646250000003
0.2464999999999999	-2.618627125
0.2469999999999999	-2.6401021249999994
0.248	-2.6544021250000003
0.2484999999999999	-2.671652125
0.249	-2.686039625
0.2495	-2.707252125
0.25	-2.721152125
0.2509999999999999	-2.764402125
0.2515	-2.775589625
0.252	-2.7877771250000003
0.253	-2.819877125
0.2535	-2.831427125
0.254	-2.855814625
0.2545	-2.871277125
0.2549999999999999	-2.900364625
0.2555	-2.922127125
0.256	-2.955602125
0.2565	-2.9816146250000006
0.257	-3.006052125
0.2575	-3.027614625
0.258	-3.045727125
0.2585	-3.058727125
0.2589999999999999	-3.080027125
0.2595	-3.085827125
0.26	-3.0945646250000003
0.2605	-3.077064625
0.261	-3.0802021250000005
0.2615	-3.065902125
0.262	-3.041414625
0.2625	-3.006814625
0.2629999999999999	-2.983927125
0.2635	-2.949539625
0.264	-2.924914625
0.2645	-2.886889625
0.265	-2.861114625
0.2655	-2.835327125
0.266	-2.812389625
0.2665	-2.797327125
0.2675	-2.771227125
0.268	-2.7729146250000003
0.2685	-2.763602125
0.2690000000000001	-2.765964625
0.2695	-2.7639146250000004
0.2705	-2.755364625
0.2709999999999999	-2.746614625
0.2715	-2.725514625
0.2725	-2.6555146250000004
0.2730000000000001	-2.6176146250000003
0.2745	-2.471702125
0.2749999999999999	-2.410627125
0.276	-2.315814625
0.2765	-2.262689625
0.2770000000000001	-2.213102125
0.278	-2.142889625
0.2795	-2.075814625
0.2810000000000001	-2.058189625
0.2825	-2.085114625
0.283	-2.106127125
0.2835	-2.1160271250000005
0.284	-2.1332271250000003
0.285	-2.1420021250000003
0.2854999999999999	-2.152302125
0.286	-2.144939625
0.287	-2.141389625
0.2875	-2.1299896250000003
0.289	-2.052764625
0.2894999999999999	-2.033889625
0.2905	-1.972127125
0.2915	-1.925327125
0.2925	-1.896964625
0.294	-1.847114625
0.2945	-1.820964625
0.2955	-1.761214625
0.296	-1.7314271250000002
0.2965	-1.692289625
0.2974999999999999	-1.641068375
0.298	-1.6126133749999998
0.2985	-1.585772125
