XYDATA, head_x_accel, head_z_accel, head_y_rot_accel
0.0 -0.0 0.0 0.0
0.0005 -0.0 0.0 0.0
0.001 0.001853875 -0.0047405 -0.374872375
0.0014999999999999 0.00198375 -0.00542175 -0.4888062499999996
0.002 0.0040991249999999 0.0001415 0.0369736250000001
0.0025 -0.0010057499999999 -0.0049527499999999 -0.0166501250000001
0.0029999999999999 0.00477425 -0.00036 0.1355999999999998
0.0035 0.0001321249999999 -0.0024268749999999 0.222005
0.004 0.0027002499999999 -0.0021227499999999 0.3432573750000001
0.005 0.001982625 0.002288125 0.5842088750000003
0.0054999999999999 0.005755875 -0.0028282499999999 0.1393537499999999
0.0059999999999999 0.0051513749999999 -0.0060998749999999 -0.1345736250000003
0.007 0.005958125 -0.00161275 0.3922986250000002
0.008 0.00503975 -0.0087385 0.2900858750000001
0.0085 0.00825525 -0.0032957499999999 0.7828086250000001
0.01 0.005856375 -0.0051633749999999 0.986794
0.0109999999999999 0.00776875 0.0006599999999999 1.3368901249999998
0.0114999999999999 0.004525625 -0.0092685 0.965285
0.0119999999999999 0.0125531249999999 -0.0093725 0.7390898750000001
0.0124999999999999 0.01119925 -0.014762 0.4732686249999998
0.014 0.0135527499999999 -0.0196775 0.8015325
0.0155 0.014490375 -0.01485075 1.5075102500000002
0.016 0.014252875 0.00025625 2.6873936249999995
0.0165 0.0171522499999999 -0.006533875 2.5860298749999986
0.017 0.0172495 -0.007684125 2.694775
0.0175 0.0197637499999999 -0.0036842499999999 2.6996351250000004
0.0185 0.021764375 -0.0029244999999999 3.0012775
0.0195 0.024879 -0.007417375 2.89067
0.02 0.024507 -0.0066754999999999 3.21999
0.0205 0.026067375 -0.0028706249999999 3.664458750000001
0.0214999999999999 0.029764625 -0.004855375 3.7648875
0.0219999999999999 0.032379375 -0.009509125 3.646702125
0.0224999999999999 0.029484125 -0.0006542499999999 4.5850575
0.0229999999999999 0.02848875 -0.001656875 4.7126415
0.0234999999999999 0.0315649999999999 -0.003970125 4.701361125
0.0239999999999999 0.03489475 0.0017993749999999 5.3210577500000005
0.0244999999999999 0.0316537499999999 -0.00405675 5.1613925
0.0249999999999999 0.037661875 -0.01241575 4.6128613750000005
0.0255 0.0413035 -0.017318125 4.662623749999999
0.0265 0.039784375 -0.0068675 6.021860124999999
0.0275 0.044814375 -0.00997925 6.554798750000001
0.028 0.0391241249999999 -0.014323375 6.777513624999999
0.0295 0.045579375 -0.0171155 7.364802500000001
0.031 0.054433875 -0.033789625 7.542157375
0.0315 0.054417125 -0.0335195 8.000975125
0.032 0.055635875 -0.0352951249999999 8.475799875
0.0325 0.05684 -0.0363035 8.777975
0.033 0.0600055 -0.032555875 9.271865
0.0335 0.05988475 -0.033486125 9.617622625
0.034 0.063863375 -0.0361089999999999 9.931187375
0.0345 0.0624799999999999 -0.03622325 10.2246375
0.035 0.0676134999999999 -0.034924375 10.671675124999998
0.0355 0.068511625 -0.036458875 11.072762625
0.037 0.074219125 -0.05483425 10.646775125
0.0375 0.07846325 -0.05160125 11.0293125
0.0385 0.0855375 -0.0548865 11.5635
0.039 0.084190375 -0.045728375 12.46493
0.0395 0.08767 -0.059583375 11.897025
0.04 0.09008075 -0.063458375 11.92892375
0.0405 0.0917478749999999 -0.05863275 12.55316625
0.041 0.092906875 -0.065299625 12.56521375
0.0415 0.0937612499999999 -0.067523875 12.430637625
0.0424999999999999 0.10220175 -0.0866098749999999 11.9865125
0.0429999999999999 0.107979125 -0.0873539999999999 12.334349875
