XYDATA, head_y_rot_accel
0.0 -0.0
0.0 5.43959
1e-06 12.460739
3e-06 14.33169
1.6e-05 -1.085108
7.8e-05 -6.145874
0.000328 -3.792299
0.000728 -0.522086
0.001248 0.714968
0.001864 0.490494
0.002557 0.269795
0.003311 0.538497
0.004115 1.11299
0.004957 1.745343
0.005831 2.408393
0.006731 3.175333
0.00765 4.078062
0.008586 5.11143
0.009534 6.27234
0.010493 7.550332
0.01146 8.91254
0.012434 10.218295
0.013413 11.599354
0.014396 12.973741
0.015382 14.422911
0.016371 15.88209
0.017363 17.619204
0.018356 19.253773
0.01935 20.967811
0.020346 22.450467
0.021342 24.091943
0.022339 25.447392
0.023337 26.780748
0.024335 27.972119
0.025334 28.898139
0.026333 29.795418
0.027332 30.599822
0.028331 31.328246
0.02933 31.943418
0.03033 32.280953
0.03133 32.718552
0.032329 32.804336
0.033329 32.932811
0.034329 33.032796
0.035329 33.054016
0.036329 33.086417
0.037328 33.239948
0.038328 33.515822
0.039328 33.8011
0.040328 33.995264
0.041328 34.362172
0.042328 34.463984
0.043328 34.226339
0.044328 34.167636
0.045328 33.95409
0.046328 33.91199
0.047328 33.80568
0.048328 33.655858
0.049328 33.280675
0.050328 32.447887
0.051328 31.398785
0.052328 29.950764
0.053328 28.732817
0.054328 27.655654
0.055328 27.047856
0.056328 26.378417
0.057328 25.411108
0.058328 23.722409
0.059328 21.526335
0.060328 18.994142
0.061328 16.335718
0.062328 13.601145
0.063328 10.398217
0.064328 7.636285
0.065328 4.670288
0.066328 1.412525
0.067328 -1.194941
0.068328 -5.206102
0.069328 -10.417272
0.070328 -20.331544
0.071328 -32.553512
0.072328 -48.28057
0.073328 -68.148552
0.074328 -92.451989
0.075328 -121.351183
0.076328 -155.409686
0.077328 -196.158655
0.078328 -246.544302
0.079328 -310.739373
0.080328 -395.633501
0.081328 -510.604003
0.082328 -689.784289
0.083328 -940.490926
0.084328 -1336.296634
0.085328 -1949.035295
0.086328 -2791.367494
0.087328 -3708.108353
0.088328 -4292.968827
0.089328 -4313.891655
0.090328 -3887.318638
0.091328 -3254.305038
0.092328 -2600.914395
0.093328 -2035.692127
0.094328 -1590.951259
0.095328 -1272.702885
0.096328 -1043.618466
0.097328 -872.058937
0.098328 -740.612379
0.099328 -619.968224
0.100328 -522.900285
0.101328 -450.153369
0.102328 -381.984289
0.103328 -330.657373
0.104328 -292.971473
0.105328 -262.504226
0.106328 -243.947891
0.107328 -241.479526
0.108328 -249.293014
0.109328 -261.202778
0.110328 -266.808225
0.111328 -262.966242
0.112328 -167.390656
0.113328 143.749524
0.114328 598.829057
0.115328 968.444708
0.116328 1135.050207
0.117328 1097.141843
0.118328 987.805647
0.119328 831.451396
0.119614 73447.938121
0.120042 24880.196143
0.120534 8136.082819
0.120731 -3258.739763
0.120936 -3751.197403
0.1213 -1184.134466
0.121533 -5254.37159
0.121791 -4273.233925
0.122198 -1413.36777
0.122698 -821.357174
0.122898 -10098.888245
0.123087 -8184.490914
0.123437 -2808.858394
0.123918 -943.28673
0.124503 -217.654698
0.12498 -1065.878262
0.125561 -331.588003
0.126226 -91.780686
0.126784 -905.379461
0.127246 -22.045533
0.127761 -75.49935
0.128373 -12.448027
0.129063 13.119939
0.129814 146.867877
0.130616 111.360639
0.131417 -299.270234
0.132177 -1231.028529
0.132986 -1033.786039
0.133833 -1363.336575
0.13471 -1875.68273
0.135612 -2291.538813
0.136534 -2380.964633
0.137382 -4625.540447
0.138093 -4974.755268
0.138789 -1118.028012
0.139509 692.423034
0.140249 1934.213256
0.140852 9125.786382
0.141437 7803.066527
0.142073 5635.272834
0.142782 3422.421001
0.143476 6872.463635
0.144015 18444.986704
0.144587 1559.022886
0.145244 1461.323889
0.14597 1691.811619
0.14675 1861.87221
0.147575 1708.50686
0.148434 1580.357126
0.149322 1563.221527
0.150232 1695.950137
0.15116 1866.889942
0.152103 1886.247017
0.153057 1735.609735
0.15402 1545.193885
0.15499 1398.53304
0.155641 7801.364594
0.156053 10884.770975
0.156583 4137.630615
0.157206 1811.638333
0.157905 967.446351
0.158628 910.727138
0.159406 620.7586
0.160229 597.053881
0.161087 552.085733
0.161256 10286.497804
0.161591 3712.365244
0.162015 1927.078194
0.162477 1356.17495
0.163019 654.334407
0.163653 209.452902
0.16436 -21.007789
0.16487 -1026.455935
0.165479 -530.290151
0.166165 -383.541825
0.166915 -452.194579
0.167714 -609.373647
0.168554 -728.770151
0.169426 -851.435571
0.170323 -977.107779
0.171241 -1112.904708
0.172175 -1270.04861
0.173122 -1431.530562
0.17408 -1553.033777
0.175047 -1588.4212
0.17602 -1517.019298
0.176998 -1376.951133
0.177981 -1213.676724
0.178967 -1034.37397
0.179956 -863.52647
0.180947 -695.777035
0.18194 -549.014452
0.182935 -429.485785
0.18393 -335.54877
0.184927 -261.364613
0.185924 -201.436513
0.186921 -148.26977
0.18792 -105.057646
0.188918 -69.714635
0.189917 -41.379233
0.190916 -22.416705
0.191915 -9.191937
0.192915 1.139965
0.193914 13.937521
0.194914 33.635399
0.195913 58.216195
0.196913 92.753403
0.197913 141.482314
0.198913 195.887811
0.199913 256.328497
0.200913 380.702476
0.201913 496.51659
0.202912 544.374186
0.203912 528.392341
0.204912 436.404422
0.205912 350.791619
0.206912 284.421496
0.207912 221.765674
0.208912 165.972198
0.209912 129.575515
0.210912 112.685535
0.211912 106.05059
0.212912 103.29147
0.213912 104.311603
0.214912 108.965831
0.215912 113.787064
0.216912 120.444125
0.217912 127.550609
0.218912 135.327553
0.219912 145.213158
0.220912 158.12803
0.221912 173.559724
0.222912 192.131674
0.223912 212.2099
0.224912 229.404871
0.225912 239.13739
0.226912 239.550302
0.227912 228.501232
0.228912 210.970364
0.229912 199.622905
0.230912 202.163951
0.231912 223.607504
0.232912 267.567293
0.233912 311.260563
0.234912 361.220369
0.235912 400.964701
0.236912 409.080521
0.237912 356.614963
0.238912 298.327376
0.239912 237.853495
0.240912 178.603804
0.241912 132.626628
0.242912 92.900398
0.243912 67.27953
0.244912 63.560612
0.245912 71.739316
0.246912 78.576129
0.247912 80.534292
0.248912 82.043101
0.249912 86.509966
0.25 89.466978
ENDATA
