XYDATA, head_x_accel
0.0 0.0
1e-06 -0.009773266100044357
6e-06 -0.009366501302687463
2e-05 0.012080679946770815
4.1e-05 0.02219636675113316
6.8e-05 0.019970122314959746
0.0001 0.018983954765388795
0.000135 0.021957141327568538
0.000173 0.023747661025936485
0.000214 0.021338581472776126
0.000256 0.01601637664238043
0.0003 0.011016911993392239
0.000345 0.008531455695879837
0.000391 0.00847679890686422
0.000438 0.008962081852620415
0.000486 0.007438523858810093
0.000534 0.002005781790927585
0.000582 -0.007157490070513377
0.000631 -0.017877052816201253
0.00068 -0.0292724834678509
0.000729 -0.03866610922180357
0.000779 -0.04261465434169671
0.000828 -0.0407068672788363
0.000878 -0.03331800359959823
0.000927 -0.021350716095710567
0.000977 -0.00615939184125058
0.001027 0.010383872168375542
0.001077 0.02567206946306843
0.001127 0.03642028623434099
0.001176 0.042279983480597354
0.001226 0.04217464679579674
0.001276 0.03496300979437423
0.001326 0.021600648539511453
0.001376 0.004783080868594271
0.001426 -0.01242422233892308
0.001476 -0.02688104500517506
0.001526 -0.034210969087303006
0.001576 -0.03574370452703013
0.001626 -0.033151178027155045
0.001676 -0.028328328226254636
0.001726 -0.023000107070202364
0.001776 -0.01829666603784167
0.001826 -0.012073541933279969
0.001876 -0.0036436499722127336
0.001926 0.005735393839894358
0.001976 0.01493751688904978
0.002026 0.022859284261190112
0.002076 0.028576527152493463
0.002126 0.03153462191472114
0.002176 0.03160987697123891
0.002226 0.029042741405066973
0.002276 0.024291577653938908
0.002326 0.017795067632677828
0.002376 0.00992245058200303
0.002426 0.001110368984311666
0.002476 -0.007943079440991574
0.002526 -0.016278953567222244
0.002576 -0.022913431192099237
0.002626 -0.0271656478002172
0.002676 -0.028881728215037757
0.002726 -0.028435398428617316
0.002776 -0.026538318385993177
0.002826 -0.023946709630709773
0.002876 -0.021213972151550225
0.002926 -0.01857627222344022
0.002976 -0.01597385447629925
0.003026 -0.013155664778492145
0.003076 -0.009802531955356825
0.003126 -0.005626488148348314
0.003176 -0.00044704358776952375
0.003226 0.00570990093456991
0.003276 0.012505187806233527
0.003326 0.01926356095098734
0.003376 0.0250542234096251
0.003426 0.028864800925902323
0.003476 0.02984352454711854
0.003526 0.027503785696440682
0.003576 0.021834775382011187
0.003626 0.013321470634722358
0.003676 0.0028915072935202135
0.003726 -0.008202189330709264
0.003776 -0.018564443515369674
0.003826 -0.026634579596498294
0.003876 -0.030844885868262863
0.003926 -0.03176395609101987
0.003976 -0.030007188999301493
0.004026 -0.02494990644103746
0.004076 -0.016873957977494865
0.004126 -0.006955688231965044
0.004176 0.0035287279550101206
0.004226 0.01328210958890141
0.004276 0.021113632076193194
0.004326 0.026073225821253945
0.004376 0.027562419378686913
0.004426 0.025391749476120797
0.004476 0.019786369453381122
0.004526 0.011344750755864644
0.004576 0.0009548622618325321
0.004626 -0.010317080756425488
0.004676 -0.021331035572800094
0.004726 -0.030973166167855486
0.004776 -0.03812300836677153
0.004826 -0.04224205003747457
0.004876 -0.042939841842015374
0.004926 -0.03995258319609653
0.004976 -0.033663483452555154
0.005026 -0.024857010294035174
0.005076 -0.014622526550860895
0.005126 -0.004182569990771569
0.005176 0.0052925310885980435
0.005226 0.01285005582946266
0.005276 0.01787389169594102
0.005326 0.020090754742955037
0.005376 0.019540923760917338
0.005426 0.01653551416640749
0.005476 0.01159713051857668
0.005526 0.0053978677733986635
0.005576 -0.0013264468498416892
0.005626 -0.00786140017233204
0.005676 -0.013639214206686281
0.005726 -0.01833276399178109
0.005776 -0.021857515053560598
0.005826 -0.02428464358369066
0.005876 -0.025724890762900687
0.005926 -0.02624280462747218
0.005976 -0.02583838517740513
0.006026 -0.024477675862807382
0.006076 -0.022153334726945494
0.006126 -0.018932561068254705
0.006176 -0.014978101594326299
0.006226 -0.010541622266523228
0.006276 -0.005940662713566814
0.006326 -0.0015341630424252932
0.006376 0.0022993580886439303
0.006426 0.005190967353785441
0.006476 0.0068196580891537895
0.006526 0.006956300061692832
0.006576 0.005519621889228228
0.006626 0.002605272952537309
0.006676 -0.0015183574411241354
0.006726 -0.0064474616714168455
0.006776 -0.01169747059393371
0.006826 -0.016762095108931185
0.006876 -0.021155746355789186
0.006926 -0.02445697562368393
0.006976 -0.026328154874498428
0.007026 -0.02653811444275058
0.007076 -0.025015780108395835
0.007126 -0.02187168910892099
0.007176 -0.01739340141638582
0.007226 -0.01203275328476085
0.007276 -0.006367923806804566
0.007326 -0.0010399065939948914
0.007376 0.003313567834071778
0.007426 0.006116665731926805
0.007476 0.006927340121244257
0.007526 0.0055014709406372205
0.007576 0.00184385085630669
0.007626 -0.0037760091366572687
0.007676 -0.010838359684499803
0.007726 -0.01864122814620691
0.007776 -0.026396577832389245
0.007826 -0.03333268751306512
0.007876 -0.03878684362142016
0.007926 -0.04227672038871582
0.007976 -0.04355564846303274
0.008026 -0.04262597319166076
0.008076 -0.03972345296304039
0.008126 -0.03526943451637409
0.008176 -0.029804061529676292
0.008226 -0.02390948998893608
0.008276 -0.01813544890456986
0.008326 -0.012941728317009377
0.008376 -0.008663508945460478
0.008426 -0.005497697990649203
0.008476 -0.0035097612334487314
0.008526 -0.002652995671304676
0.008576 -0.0028094201383754903
0.008626 -0.0038265870608209735
0.008676 -0.005533490029724728
0.008726 -0.007754533913211954
0.008776 -0.01030311064430769
0.008826 -0.012994549616841633
0.008876 -0.015662637088098383
0.008926 -0.018165734476095305
0.008976 -0.020383617239322298
0.009026 -0.022208603345688898
0.009076 -0.02354035271983807
0.009126 -0.02428178837829432
0.009176 -0.024362957788847363
0.009226 -0.02375479903942733
0.009276 -0.022486883900210572
0.009326 -0.020657309070885574
0.009376 -0.01843259420903163
0.009426 -0.016038300540959453
0.009476 -0.013741899629333157
0.009526 -0.011831257361076413
0.009576 -0.010585062177196087
0.009626 -0.010247026252593903
0.009676 -0.010992234861038175
0.009726 -0.01289808446309392
0.009776 -0.015922358807543863
0.009826 -0.019893337684122513
0.009876 -0.024515099447823673
0.009926 -0.029390158718828552
0.009976 -0.03405852151346281
0.010026 -0.038047651338632464
0.010076 -0.04092559640652007
0.010126 -0.04235534050873642
0.010176 -0.04213477589186929
0.010226 -0.04022698882900889
0.010276 -0.036770762696741496
0.010326 -0.032067933494108594
0.010376 -0.026553920044051743
0.010426 -0.020793237242075532
0.010476 -0.015580345989711065
0.010526 -0.01137493435576879
0.010576 -0.008341788480265943
0.010626 -0.006585531246654057
0.010676 -0.006164082535830279
0.010726 -0.007067449128907425
0.010776 -0.009229757358527123
0.010826 -0.012495908388695427
0.010876 -0.016900572570653586
0.010926 -0.022028419490855697
0.010976 -0.027430468100727568
0.011026 -0.0325435291358415
0.011076 -0.03695675893398868
0.011126 -0.040332937343537295
0.011176 -0.042471588157015905
0.011226 -0.04330530813274666
0.011276 -0.042889059974609074
0.011326 -0.04138457067398143
0.011376 -0.039039121412510897
0.011426 -0.03615189692708519
0.011476 -0.033035542208603344
0.011526 -0.02997731131426124
0.011576 -0.027223975567599538
0.011626 -0.025029138390785848
0.011676 -0.02355095776845304
0.011726 -0.022865912416574468
0.011776 -0.022987564560782735
0.011826 -0.02387390189310315
0.011876 -0.025442837258390992
