XYDATA, head_x_accel
0.0 0.0
0.0 -0.010082851942304457
1e-06 -0.02319201766148481
3e-06 -0.027581997929976086
1.5e-05 0.003170093762905784
3.5e-05 0.026329684448817895
6e-05 0.025385427235600333
9.1e-05 0.021239057170389482
0.000125 0.0229013985407861
0.000163 0.024755344587601272
0.000203 0.021900852992612158
0.000245 0.015538537624978968
0.000289 0.009718915225892636
0.000334 0.00712220788954434
0.000379 0.0075470216638709444
0.000426 0.008716432216914033
0.000474 0.007758918692927759
0.000521 0.0025852865147629415
0.00057 -0.006328562760983618
0.000618 -0.017102068494338027
0.000667 -0.028811979626070065
0.000717 -0.03876879464445045
0.000766 -0.042865198615225385
0.000815 -0.04089378126067516
0.000865 -0.03341385692361816
0.000915 -0.021405576827968776
0.000964 -0.006204769212728098
0.001014 0.010377855842718973
0.001064 0.025764149837100337
0.001114 0.03654805667582712
0.001164 0.04244476962061459
0.001213 0.04242243783555037
0.001263 0.03508364222236952
0.001313 0.02142535932250055
0.001363 0.004255377728378192
0.001413 -0.013229594203933045
0.001463 -0.02776126404021761
0.001513 -0.034932724222848786
0.001563 -0.03614883777844626
0.001613 -0.0331810557121953
0.001663 -0.028024044908302022
0.001713 -0.022470160554317734
0.001763 -0.017677392381700175
0.001813 -0.011576634222695824
0.001863 -0.003275532419327701
0.001913 0.005978188270204402
0.001963 0.015074362804831416
0.002013 0.022917408085329855
0.002063 0.02859294458352241
0.002113 0.03154583879306389
0.002163 0.03164322169140328
0.002213 0.02911952603590421
0.002263 0.024425874279188103
0.002313 0.017992790606374248
0.002363 0.010174116543365983
0.002413 0.001388547567212045
0.002463 -0.007672446758067231
0.002513 -0.016039116313929836
0.002563 -0.022702044021148914
0.002613 -0.026958849352225277
0.002663 -0.02863852589824252
0.002713 -0.028127750047161875
0.002763 -0.026177746733084185
0.002813 -0.02358114136835719
0.002863 -0.020911218407917077
0.002913 -0.018406897360464584
0.002963 -0.01599720597757644
0.003013 -0.013405699193914334
0.003063 -0.010276598022770263
0.003113 -0.006283593275991292
0.003163 -0.0012124425772307567
0.003213 0.0049342028113575995
0.003263 0.011824629205692055
0.003313 0.01877338336740885
0.003363 0.024819484737397583
0.003413 0.028907629006847395
0.003463 0.030140771823201604
0.003513 0.027996512570551618
0.003563 0.022443240046295117
0.003613 0.013960016927289137
0.003663 0.003480903264621456
0.003713 -0.007730264667343079
0.003763 -0.018249759092044685
0.003813 -0.02637149281354999
0.003863 -0.030637067704057965
0.003913 -0.03160753162394906
0.003963 -0.02990389174692683
0.004013 -0.02519239495648361
0.004063 -0.017329567181453405
0.004113 -0.00752418002070024
0.004163 0.0029402497285005583
0.004213 0.012759708972992816
0.004263 0.020722061050409673
0.004313 0.025845319247653382
0.004363 0.02749929894510358
0.004413 0.025470471567762692
0.004463 0.019969714428474557
0.004513 0.011591216164541408
0.004563 0.0012239653704374073
0.004613 -0.010062049731559707
0.004663 -0.021124848954535952
0.004713 -0.03083825771287851
0.004763 -0.0380595820183243
0.004813 -0.04224286581044495
0.004863 -0.042995518347243966
0.004913 -0.04002549290532445
0.004963 -0.033715387007795736
0.005013 -0.024858641839975937
0.005063 -0.014563077095644283
0.005113 -0.004071930781663464
0.005163 0.005427847430060214
0.005213 0.012973645434475586
0.005263 0.01795291970244681
0.005313 0.02010951752127383
0.005363 0.01950421397725013
0.005413 0.016466887265274073
0.005463 0.011531868680946094
0.005513 0.005375434016713149
0.005563 -0.0012693427419149252
0.005613 -0.007696308117450914
0.005663 -0.013346453681940316
0.005713 -0.017904585153951654
0.005763 -0.021305440695854345
0.005813 -0.023646709120851667
0.005863 -0.025067887606879006
0.005913 -0.025655652032039483
0.005963 -0.025410308311196995
0.006013 -0.02427954500262577
0.006063 -0.022226754294279904
0.006113 -0.019281100069850562
0.006163 -0.015567395593806243
0.006213 -0.011311406035700265
0.006263 -0.006816089082408366
0.006313 -0.0024322271111949546
0.006363 0.0014628848791381358
0.006413 0.004493277520865943
0.006463 0.00632111883262888
0.006513 0.006692601449016739
0.006563 0.0054979019338917984
0.006613 0.0028051373302809828
0.006663 -0.001141470328807493
0.006713 -0.005953103251365145
0.006763 -0.011150188902428455
0.006813 -0.016223073118751055
0.006863 -0.020676173820825667
0.006913 -0.02407264458301255
0.006963 -0.02605415712807126
0.007013 -0.026379344628389922
