XYDATA, head_x_accel
0.0 0.0
0.0 -0.010082851942304457
1e-06 -0.02319201766148481
3e-06 -0.027581997929976086
1.6e-05 0.0033637378717502925
3.8e-05 0.025204427607796752
6.7e-05 0.024548648111230646
0.000103 0.021514584491136118
0.000143 0.022792390877618758
0.000188 0.022183620298470937
0.000235 0.01701131375138299
0.000285 0.010697434903866255
0.000337 0.0071938939393166885
0.000391 0.006940596432012971
0.000446 0.007169012863720028
0.000502 0.004375500298266993
0.000559 -0.0032502434572458487
0.000616 -0.013675108217383103
0.000674 -0.025596712434929364
0.000732 -0.03526535565152218
0.000791 -0.03846124823461631
0.00085 -0.03431222690725171
0.000909 -0.02357410532648764
0.000968 -0.008243589808956168
0.001028 0.00881361117201083
0.001087 0.02414616612196826
0.001147 0.03416722326176625
0.001207 0.03738259242452825
0.001266 0.032672523236783206
0.001326 0.020564820810368475
0.001386 0.003964044806330398
0.001446 -0.013278234667292093
0.001506 -0.02629103720434603
0.001566 -0.03196871510658584
0.001626 -0.03170154945878562
0.001686 -0.027598415361005033
0.001746 -0.021922776891191185
0.001806 -0.01464322678998435
0.001866 -0.004589028873264571
0.001926 0.006301336338097108
0.001986 0.01633412021434435
0.002046 0.024006872887275474
0.002106 0.028249198248127546
0.002166 0.028649742776585278
0.002226 0.02545803102996436
0.002286 0.01945802083280223
0.002346 0.011604778390174016
0.002406 0.002783315403323255
0.002466 -0.006153477487215309
0.002526 -0.014273579662779848
0.002586 -0.02063018461962036
0.002646 -0.02450041553435679
0.002706 -0.025656977663116358
0.002766 -0.024449327752086598
0.002826 -0.021626141444835902
0.002886 -0.018009615923888382
0.002946 -0.014226774688604163
0.003006 -0.01055854955565866
0.003066 -0.006961092727893828
0.003126 -0.00321231001412307
0.003186 0.0009276358389460213
0.003246 0.005521253435168992
0.003306 0.010303926417278071
0.003366 0.014674022219616282
0.003426 0.017827188693386634
0.003486 0.018971004369483974
0.003546 0.017528105928120204
0.003606 0.013299546736143333
0.003666 0.006588182508807799
0.003726 -0.0017554414606415036
0.003786 -0.010425782504728934
0.003846 -0.017912233025548993
0.003906 -0.022826347427510923
0.003966 -0.024217342313634118
0.004026 -0.021786746748379927
0.004086 -0.015956009442572132
0.004146 -0.007780332733400295
0.004206 0.0012675072527315648
0.004266 0.009579825934442445
0.004326 0.01570475136769437
0.004386 0.018588304874753356
0.004446 0.017725522986952732
0.004506 0.01320950579453738
0.004566 0.005693789418404858
0.004626 -0.003712072930103552
0.004686 -0.013628405214828714
0.004746 -0.0226333151483942
0.004806 -0.029470104469926022
0.004866 -0.033213074801282806
0.004926 -0.03338632458586775
0.004986 -0.030015448700626616
0.005046 -0.023637123788449677
0.005106 -0.0152368035975588
0.005166 -0.006096067464424651
0.005226 0.00243151330984587
0.005286 0.009149199777701867
0.005346 0.01319339427837233
0.005406 0.014152743291541965
0.005466 0.012100564412923884
0.005526 0.00754029153686529
0.005586 0.0012950395904819689
0.005646 -0.005630057155093737
0.005706 -0.012240469477344456
0.005766 -0.017734598461248235
0.005826 -0.021603707688150387
0.005886 -0.023633962668189446
0.005946 -0.023853813483707485
0.006006 -0.02247138421377331
0.006066 -0.01981808262760474
0.006126 -0.01630230506849944
0.006186 -0.012364364997221274
0.006246 -0.008433766882676552
0.006306 -0.004890966843927335
0.006366 -0.002040146227304941
0.006426 -0.00010115584832741049
0.006486 0.0007867110583124717
0.006546 0.0005623734914573274
0.006606 -0.0007533663381480934
0.006666 -0.0030421193781770533
0.006726 -0.006078120459076239
0.006786 -0.009538323484574243
0.006846 -0.013035134322118155
0.006906 -0.016164235493262225
0.006966 -0.018553634523512108
0.007026 -0.01990802159758939
0.007086 -0.020041400478246905
0.007146 -0.018898196631877348
0.007206 -0.016584052658145238
0.007266 -0.013387956131808518
0.007326 -0.009764598512234046
0.007386 -0.00627492568818098
0.007446 -0.003500481815910632
0.007506 -0.001964279341059383
0.007566 -0.0020428994610799814
0.007626 -0.003902555918687829
0.007686 -0.007475743500583788
0.007746 -0.012444514691561338
0.007806 -0.018254959644730874
0.007866 -0.024181040416452103
0.007926 -0.029437575522732025
0.007986 -0.03331810557121953
0.008046 -0.03531766709324795
0.008106 -0.035221405882742834
0.008166 -0.033129254128576015
0.008226 -0.02941850682954934
0.008286 -0.024662856327084173
0.008346 -0.019531236456894047
