XYDATA,	head_x_accel / (G)
0.0865	10.196685125
0.0869999999999999	10.983497625
0.0875	11.834672625
0.0879999999999999	12.7698475
0.0885	13.746485000000002
0.0889999999999999	14.78018525
0.0895	15.82493525
0.0899999999999999	16.87456025
0.0905	17.87406
0.0909999999999999	18.810060125
0.0915	19.77381025
0.0919999999999999	20.727685375000004
0.0925	21.602685
0.0929999999999999	22.435185
0.0935	23.291060125
0.0939999999999999	24.124810125
0.0945	24.792309875
0.0955	25.84231025
0.0959999999999999	26.333685249999995
0.0965	26.754185125
0.0969999999999999	27.071560625
0.0975	27.284685125000003
0.0979999999999999	27.415310375
0.0985	27.445560500000003
0.0989999999999999	27.33543525
0.0995	27.101810125
0.0999999999999999	26.735935250000004
0.1005	26.2594355
0.1009999999999999	25.70481
0.1015	25.067810125
0.102	24.403435125
0.1025	23.766310375
0.103	23.153559875
0.1035	22.608560125
0.1045	21.64206025
0.105	21.213935125
0.1055	20.84068525
0.106	20.473435125
0.1065	20.11743525
0.107	19.77731
0.1075	19.423935375000003
0.1085	18.746060125
0.109	18.352809875
0.1095	17.911060250000002
0.11	17.50993525
0.1105	17.142935125
0.1115	16.55568475
0.112	16.403185
0.1125	16.258810125
0.113	16.15643525
0.1135	16.056810000000002
0.1145	15.929934874999995
0.115	15.941935125
0.1155	15.960684875
0.1165	15.981435375
0.117	15.888685000000002
0.1174999999999999	15.732435125
0.118	15.575810125
0.1185	15.43868525
0.119	15.271310375
0.1194999999999999	15.24143525
0.1205	15.437185250000002
0.1214999999999999	16.108685
0.1225	16.869060125
0.123	17.1988105
0.1234999999999999	17.478435250000004
0.124	17.723560000000003
0.1245	17.95368525
0.125	18.183435125000003
0.1254999999999999	18.407185125
0.126	18.61181025
0.1265	18.78668525
0.127	18.91618525
0.1274999999999999	18.97443525
0.128	18.99056
0.1285	19.020935375
0.129	19.07156
0.1294999999999999	19.208934875000004
0.13	19.37806025
0.1305	19.62293525
0.131	19.88106
0.1314999999999999	20.152310125000003
0.132	20.33618525
0.1325	20.52843525
0.133	20.586310375
0.134	20.579560125
0.1345	20.552435125
0.135	20.509059875
0.1354999999999999	20.574809875
0.136	20.458685375
0.1365	20.498935249999995
0.137	20.426810125
0.1374999999999999	20.347435
0.138	20.428059875
0.1385	20.17555975
0.139	20.357060125
0.14	20.33793475
0.1405	20.186185
0.1415	19.79868475
0.142	19.545435
0.1425	19.348309875
0.143	19.143809750000003
0.1435	19.05431025
0.1445	18.786435125
0.147	17.30181
0.148	16.9182975
0.149	16.963060375
0.15	17.087309875
0.1505	17.083185
0.1515	16.907310375
0.1525	16.517185
0.153	16.255935125
0.1535	16.065810125
0.154	15.696309875
0.1545	15.44218525
0.155	15.049235125
0.1555	14.67109775
0.156	14.302535125000002
0.157	13.577585249999998
0.1575	13.15888525
0.158	12.821422625
0.1585	12.488022625
0.159	12.122410125
0.1595	11.742110125
0.16	11.249647625
0.1605	10.791297625
0.161	10.344610125
0.1615	9.935760125
0.162	9.545260125
0.163	8.759372625
0.1635	8.365560125
0.164	7.991972624999999
0.1645	7.688747625
0.165	7.313135124999999
0.1655	6.975647625000001
0.166	6.628110125
0.1665	6.347972624999999
0.167	6.055122625
0.1675	5.866922625
0.1685	5.524097625000001
0.169	5.409147625
0.1695	5.265535125
0.1699999999999999	5.133610125
0.1705	4.995897625
0.171	4.830810124999999
0.1715	4.6963226250000005
0.1719999999999999	4.576210124999999
0.173	4.325697624999999
0.1739999999999999	4.119697625000001
0.1745	4.037385124999999
0.175	3.943997625
0.1759999999999999	3.815597625
0.177	3.738360125
0.1779999999999999	3.7372601249999993
0.179	3.775997625
0.1795	3.832622625
0.1799999999999999	3.905760125000001
0.1805	4.006435125
0.181	4.114697625
0.1819999999999999	4.356685125
0.1825	4.468597625
0.183	4.589822625
0.1835	4.725510125
0.1839999999999999	4.831197625
0.1845	4.927497625000001
0.185	5.004385125
0.1855	5.069497625
0.1859999999999999	5.142535125
0.1865	5.143022625000001
0.187	5.174310125
0.1875	5.133985125000001
0.1879999999999999	5.103735125
0.1885	5.069535125
0.189	5.045335125
0.1895	5.037122624999999
0.1905	5.059272624999999
0.191	5.073972625
0.1915	5.088235125
0.1919999999999999	5.096610125
0.1925	5.105585125
0.193	5.106760125
0.1935	5.088610125000001
0.1939999999999999	5.083785125
0.1945	5.052197625
0.195	5.005310125
0.1955	4.907172625
0.1959999999999999	4.822122625
0.1965	4.722122624999999
0.197	4.599110124999999
0.1975	4.500097625
0.1979999999999999	4.378847625
0.1985	4.291022625
0.199	4.211972625
0.1995	4.144910125
0.1999999999999999	4.075272625
0.2004999999999999	4.028797625
0.201	3.959447625
0.2015	3.907422625
0.2019999999999999	3.850247625
0.203	3.718222625
0.2035	3.680922625
0.204	3.631972625
0.2044999999999999	3.632322625
0.205	3.606935125
0.206	3.577585125
0.2064999999999999	3.536947625
0.207	3.448710125
0.2084999999999999	3.060110125
0.209	2.900685125
0.21	2.660397625
0.2104999999999999	2.557822625
0.211	2.470842625
0.212	2.350585125
0.2124999999999999	2.282952625
0.213	2.215406375
0.2135	2.135246375
0.214	2.0337688750000003
0.2144999999999999	1.936226375
0.215	1.841510125
0.2155	1.73793675
0.2164999999999999	1.5143538749999998
0.217	1.414696375
0.2175	1.305297625
0.218	1.2008101249999998
0.219	0.982137625
0.2195	0.869590125
0.22	0.7584589999999999
0.221	0.549661375
0.2215	0.454983875
0.2224999999999999	0.2368963749999999
0.223	0.1649351249999999
0.2235	0.069878875
0.224	-0.009102375
0.2244999999999999	-0.069854875
0.225	-0.152007375
0.2255	-0.1983711249999999
0.226	-0.243038625
0.2264999999999999	-0.280681125
0.227	-0.3236391249999999
0.2275	-0.355470375
0.2284999999999999	-0.415728625
0.229	-0.43773525
0.2295	-0.4680913750000002
0.23	-0.4911774999999999
0.231	-0.5576886249999999
0.2315	-0.6038675
0.233	-0.683959625
0.2335	-0.6812912500000002
0.234	-0.6855161249999999
0.2344999999999999	-0.6929486249999999
0.2349999999999999	-0.6984948749999998
0.2355	-0.7106311249999999
0.236	-0.703283625
0.2364999999999999	-0.7146923749999999
0.237	-0.7004644999999999
0.2375	-0.663683125
0.238	-0.629447
0.2384999999999999	-0.584317375
0.2389999999999999	-0.539939875
0.2395	-0.4929723749999999
0.2404999999999999	-0.4193936249999999
0.241	-0.380727375
0.2415	-0.332142375
0.2429999999999999	-0.233068625
0.2435	-0.2158336249999999
0.245	-0.208212375
0.2455	-0.21750325
0.246	-0.2351008749999999
0.2464999999999999	-0.249255875
0.2469999999999999	-0.263806
0.248	-0.317076
0.2484999999999999	-0.338720875
0.249	-0.372294125
0.2495	-0.39386625
0.25	-0.433105125
0.2509999999999999	-0.473834875
0.2515	-0.5014548750000001
0.252	-0.519301125
0.253	-0.5437125
0.2535	-0.56727475
0.254	-0.5710505
0.2545	-0.586083625
0.2549999999999999	-0.592878625
0.2555	-0.603353625
0.256	-0.600191125
0.2565	-0.606557375
0.257	-0.6114011249999999
0.2575	-0.619706125
0.258	-0.6133461250000001
0.2585	-0.6180148750000001
0.2589999999999999	-0.612062375
0.2595	-0.623478625
0.26	-0.6240902500000001
0.2605	-0.656362625
0.261	-0.662690875
0.2615	-0.688483375
0.262	-0.7063023749999999
0.2625	-0.737489875
0.2629999999999999	-0.755621125
0.2635	-0.7906525
0.264	-0.812785375
0.2645	-0.8450630000000001
0.265	-0.8675923750000001
0.2655	-0.891658625
0.266	-0.912627375
0.2665	-0.917829875
0.2675	-0.919967375
0.268	-0.919579875
0.2685	-0.910586125
0.2690000000000001	-0.897841125
0.2695	-0.883687375
0.2705	-0.85616475
0.2709999999999999	-0.8416836249999999
0.2715	-0.840857375
0.2725	-0.8652936250000001
0.2730000000000001	-0.8922098750000002
0.2745	-0.998303625
0.2749999999999999	-1.046886125
0.276	-1.130586125
0.2765	-1.1760186250000002
0.2770000000000001	-1.226376125
0.278	-1.310638625
0.2795	-1.40945125
0.2810000000000001	-1.4576405
0.2825	-1.459601125
0.283	-1.450836125
0.2835	-1.462881125
0.284	-1.455587375
0.285	-1.472181125
0.2854999999999999	-1.473587375
0.286	-1.485202375
0.287	-1.491026125
0.2875	-1.4918786250000002
0.289	-1.546486125
0.2894999999999999	-1.570673625
0.2905	-1.639436125
0.2915	-1.697284875
0.2925	-1.7492161249999998
0.294	-1.823107375
0.2945	-1.859012375
0.2955	-1.934486125
0.296	-1.970014875
0.2965	-2.009371125
0.2974999999999999	-2.061807375
0.298	-2.079222375
0.2985	-2.091687375
